商家名称,商家图片,联系人,联系电话,微信号,入驻时长（单位：月）,商家地址,简介
农夫山泉景田百岁山(福州鸿瑞丰矿泉水商城),https://poi-pic-gz.cdn.bcebos.com/pic_8a5416607c5b5ca1fa739134968a3a23.jpeg,13950392607/18959199936,13950392607/18959199936, ,6,福建省福州市鼓楼区公益路1号, 
沙县城关金泉送水站,https://poi-pic-gz.cdn.bcebos.com/pic_90305d7e651f7572dcee91188d407766.jpg,(0598)5839912,(0598)5839912, ,6,三明市沙县区新城中路城市之光南侧约50米, 
深蓝水行,https://taojin-his.cdn.bcebos.com/6a63f6246b600c33351c61ad174c510fd9f9a16a.jpg,(0598)2885388/13507572845,(0598)2885388/13507572845, ,6,福建三明市明溪县民生路96号, 
阿宝酒水超市,https://poi-pic-gz.cdn.bcebos.com/pic_adc7ab5dd97fccf955427c296d0506ac.jpeg,13960500770,13960500770, ,6,福建省三明市永安市江滨路232号, 
鼎茗泉纯净水,https://lbsugc.cdn.bcebos.com/images/Hcb8065380cd79123cadba70eaa345982b2b78094.jpg,18060377765,18060377765, ,6,福建省宁德市福鼎市蜊溪小区7栋11号, 
龙峰山泉上杭城区运营中心,https://poi-pic-gz.cdn.bcebos.com/pic_4e894ef6640c4baaa54cb25ef1635bab.jpeg,(0597)3880618,(0597)3880618, ,6,福建省龙岩市上杭县沙坑巷16-1, 
仙人湖天然山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_e7240a9939c60c9e1121dfd14f354d43.jpeg,(0597)6808808,(0597)6808808, ,6,龙岩市长汀县新民小区, 
石心泉桶装水经营店,https://poi-pic-gz.cdn.bcebos.com/pic_ac1977732bca931143737cf897cfaf40.jpeg,(0599)3820555/13215933688/13459999693,(0599)3820555/13215933688/13459999693, ,6,南平市建瓯市西大街天骄豪园西南侧约210米, 
凉泉其美(三元店),https://poi-pic-gz.cdn.bcebos.com/pic_66657ce0226754827b02ad4f254982f7.jpeg,(0599)8817566,(0599)8817566, ,6,福建省南平市延平区三元路120号, 
水达人(湖里大道店),https://lbsugc.cdn.bcebos.com/images/b31ef798e4436221c2df3c4fd31d79f9_4115.jpeg,(0592)5628260/15985826653,(0592)5628260/15985826653, ,6,福建省厦门市湖里区湖里大道76之一号, 
农夫山泉桶装水,https://taojin-his.cdn.bcebos.com/5ab5c9ea15ce36d3e53aad6b34f33a87e950b1aa.jpg,(0592)5320720/18965427759,(0592)5320720/18965427759, ,6,福建省厦门市思明区东浦路73号-110号, 
厦门水之露桶装水配送中心,https://photo-meituan.cdn.bcebos.com/photo/174150582104f1813ef1029c260b4dce4bb69766c3,05927103363/13599922696,05927103363/13599922696, ,6,同集中路1273-107号, 
紫山矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_f3bf5cf630bd8d2cdb294d2aea311b4a.jpeg,(0592)5173895/18650176529,(0592)5173895/18650176529, ,6,厦门市集美区同集南路集美区贝贝幼儿园西南侧约60米, 
津澜山泉(金峰分店),https://poi-pic-gz.cdn.bcebos.com/pic_e2ff0acf10beaa608a5f5b54776862eb.jpeg,15711536139,15711536139, ,6,福建省漳州市芗城区胜利西路286-1号, 
颖鑫水业,https://taojin-his.cdn.bcebos.com/3c6d55fbb2fb431661886b0127a4462309f7d331.jpg,13599691175,13599691175, ,6,角美镇镇兴路颖荣小区B12栋, 
陈胖送水(新浦东路店),https://poi-pic-gz.cdn.bcebos.com/pic_3310f7905e9a8d92dc72816e0fbaff95.jpeg,(0596)2191110,(0596)2191110, ,6,漳州市龙文区新浦东路威山新村, 
绿水家源桶装水速送,https://poi-pic-gz.cdn.bcebos.com/pic_9a43c6f7fb92a92c1bb9b17dc5933b72.jpeg,15260818216,15260818216, ,6,刺桐南路103号乌洲安置房B座1楼, 
朋友圈百茶配送中心,https://taojin-his.cdn.bcebos.com/00e93901213fb80ed9659a8b38d12f2eb9389432.jpg,13400890489/13489533567/15960029991,13400890489/13489533567/15960029991, ,6,福建省泉州市安溪县茶王街中国茶都一期a2-40号, 
天天饮水,https://poi-pic-gz.cdn.bcebos.com/pic_402308279504b2f49abfe1729ba834d8.jpeg,(0595)87555556/18759576677,(0595)87555556/18759576677, ,6,泉州市鲤城区石崎新港路佳昊, 
桃源山泉送水站,https://taojin-pic-gz.cdn.bcebos.com/bos_gz_1fc737af7e2bc2a2cedda85115d806d4.jpg,15086000039,15086000039, ,6,贵阳市白云区金塘北街金东花园小区, 
飞龙雨送水到家(乌当桶装水配送中心),https://poi-pic-gz.cdn.bcebos.com/pic_d2da6926666a5d5358b67a8302b1cd69.jpeg,18985120629,18985120629, ,6,贵州省贵阳市乌当区环溪路2号, 
夜郎水韵,https://poi-pic-gz.cdn.bcebos.com/pic_6f50bccc3b2f8b35d170814bcc967608.jpeg,13595870918,13595870918, ,6,贵州省六盘水市钟山区建兴路53号, 
万博心静如水水站,https://taojin-his.cdn.bcebos.com/3b87e950352ac65c0c986528f5f2b21192138acf.jpg,18985807150,18985807150, ,6,贵州省黔东南苗族侗族自治州凯里市对门坡新村1号, 
学霸山泉水世界,https://poi-pic-gz.cdn.bcebos.com/pic_d2044bd3fdd75fdfd422d86fb8cc2683.jpeg,18984628960,18984628960, ,6,贵州省黔东南苗族侗族自治州黄平县学坝村村委会对面, 
百寿山泉洛香送水点,https://lbsugc.cdn.bcebos.com/images/B6674ece2ce5c0182cb.jpeg,15338650331,15338650331, ,6,黔东南苗族侗族自治州从江县洛香加油站西北侧约210米, 
贵天眼山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_b1deacddc6944865ae4eec67179b6248.jpeg,13299110110/15285309888,13299110110/15285309888, ,6,黔南布依族苗族自治州惠水县人民南路宏远驾校阳光学车报名点, 
圣乳山泉兴仁水站,https://poi-pic-gz.cdn.bcebos.com/pic_ed48550809c458bdb607ee6e7fd3dc24.jpeg,13628591315,13628591315, ,6,黔西南布依族苗族自治州兴仁市科教路望湖苑东南侧约120米, 
姓哈哈桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_3b3c44fe4512f5bc7e16b8d072e21bb8.jpeg,(0851)28626588/19117717808,(0851)28626588/19117717808, ,6,贵州省遵义市红花岗区新蒲大道新城大酒店会议中心1楼, 
麦点水站,https://poi-pic-gz.cdn.bcebos.com/pic_40bd5fbe1014cb9e00b14e6a974fd9b3.jpeg,15185228223/18300900269,15185228223/18300900269, ,6,遵义市桐梓县兰海高速桐梓县第四中学西侧约220米, 
跑得快送水站,https://poi-pic-gz.cdn.bcebos.com/pic_4493417fb31d2334ba59a199ebcf3961.jpeg,13007871587,13007871587, ,6,遵义市播州区澜湖路汉普顿未来城幼儿园西南侧约250米, 
龙泉九龙山送水点,https://taojin-his.cdn.bcebos.com/2e2eb9389b504fc214983398ebdde71191ef6d6c.jpg,18984981809,18984981809, ,6,遵义市习水县九龙中路习水县第五中学西侧约170米, 
娃哈哈桶装水(佛顶山南路店),https://poi-pic-gz.cdn.bcebos.com/pic_351eb7903a8e62b6a1e5e7163725ec44.jpeg,13379642787,13379642787, ,6,铜仁市石阡县高楼村坝上组泉都幼儿园旁, 
万馨水站,https://poi-pic-gz.cdn.bcebos.com/pic_d604681df2c00697d4784aeb7c8d71aa.jpeg,15186004843,15186004843, ,6,贵州省铜仁市碧江区G242(滨江大道), 
夜郎古溶洞,https://poi-pic-gz.cdn.bcebos.com/pic_83a30e6685740f7e3783b8193c92e0e8.jpeg,18984668419,18984668419, ,6,铜仁市思南县安化街思南县第三小学东北侧约110米, 
小天鹅送水中心,https://poi-pic-gz.cdn.bcebos.com/pic_a098cefa66b87bc634e983f63851f5b8.jpeg,(0417)3863117,(0417)3863117, ,6,山水文苑48号楼, 
源源送水中心,https://poi-pic-gz.cdn.bcebos.com/pic_bc0cc7f232249f7f19b1d9036ed2745e.jpeg,(0417)5255305,(0417)5255305, ,6,营口市大石桥市快乐童年幼儿园东北侧约90米, 
青竹桶装水粮油销售中心,https://poi-pic-gz.cdn.bcebos.com/pic_6bc46f59ae211838766ca2885f40befa.jpeg,(0412)5297333/(0412)6666688,(0412)5297333/(0412)6666688, ,6,解放路爱国街40栋3号门点, 
昕龙泉世纪送水,https://taojin-his.cdn.bcebos.com/50da81cb39dbb6fd6653494a0724ab18972b3755.jpg,(0412)3859472/15842259523,(0412)3859472/15842259523, ,6,黄金走廊4号楼, 
明峰送水,https://poi-pic-gz.cdn.bcebos.com/pic_a57eed62407ff3c166dd40e711026030.jpeg,15641205000,15641205000, ,6,辽宁省鞍山市铁西区开明街4号, 
益家桶装水配送,https://lbsugc.cdn.bcebos.com/images/c16103974c0761749af31699ce96863a_2137.jpeg,13909801765,13909801765, ,6,鞍山市立山区朝阳四街宝逸商务宾馆东北侧约40米, 
玉涧水岫岩送水中心,https://pic-map.cdn.bcebos.com/img/be55c23c8638d2348048bc604fab56c5,15042200301,15042200301, ,6,鞍山市岫岩满族自治县迎宾路(北)第二高级中学南侧约30米, 
大清宝泉(汪河路水站),https://poi-pic-gz.cdn.bcebos.com/pic_7fc25f98a8f89cf538314cef48eb95d6.jpeg,(024)25251169,(024)25251169, ,6,汪河路17-3号1门, 
大清宝泉(东站水站),https://taojin-his.cdn.bcebos.com/bd3eb13533fa828b9e61c22bf31f4134960a5ab3.jpg,(024)88155931/13709840095,(024)88155931/13709840095, ,6,东站街58号412室, 
浩月水站,https://lbsugc.cdn.bcebos.com/images/6b73a1d27d170320935aa72424783285_9253.jpeg,16502898729,16502898729, ,6,昆明南街与南八马路交叉口正南方向60米, 
社区水站,https://taojin-his.cdn.bcebos.com/6d81800a19d8bc3e9898451b8c8ba61ea9d3454a.jpg,(024)24161579,(024)24161579, ,6,辽宁省沈阳市沈河区南乐郊路64-4号, 
绍会水站,https://taojin-his.cdn.bcebos.com/64380cd7912397dd56cec5995582b2b7d1a287fc.jpg,15524116733,15524116733, ,6,沈阳市苏家屯区蕙兰七街翘拇指幼儿园西侧约70米, 
头等泉桶装水超市,https://poi-pic-gz.cdn.bcebos.com/pic_454037f8c778b7214b3e85c21008da8e.jpeg,13941857981/18341858605,13941857981/18341858605, ,6,阜新市阜新蒙古族自治县人民大街蒙古贞初级中学东北侧约90米, 
东北虎矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_ee0f74e90f6a983d27c91906503fcb4a.jpeg,15134050678,15134050678, ,6,阜新市彰武县清真路彰武县第二小学东侧约60米, 
汇丰纯净水,https://poi-pic.cdn.bcebos.com/029d2f5e427157a98abd8b70115a97a4.jpg,(0416)2838662,(0416)2838662, ,6,辽宁省锦州市凌河区五里营子530号, 
大军饮用水经销处,https://poi-pic-gz.cdn.bcebos.com/pic_c680f46191e95208faded77229e4c8d6.jpeg,(0416)5528688,(0416)5528688, ,6,锦州市黑山县南内环路向阳花园西北侧约60米, 
鑫赢奶站,https://poi-pic-gz.cdn.bcebos.com/pic_abbc4d582cadf73701e00545a67fdad6.jpeg,18604234623,18604234623, ,6,辽宁省抚顺市新抚区南阳安居北区23号楼, 
金信水业(大街店),https://poi-pic-gz.cdn.bcebos.com/pic_c5a5f60ae4a73ee33844556d81159dcc.jpeg,(024)54635566,(024)54635566, ,6,东洲大街33号, 
古城矿泉水厂家批发,https://poi-pic-gz.cdn.bcebos.com/pic_7c97ce990b0bc8ba33332191494815d0.jpeg,15141119482,15141119482, ,6,大连市庄河市昌盛街芙蓉花园(开发区)西南侧约100米, 
老兵水站(兴城市总店),https://poi-pic-gz.cdn.bcebos.com/pic_0ce4c78138a2aba880cdeb3061629b3d.jpeg,(0429)5300500,(0429)5300500, ,6,葫芦岛市兴城市兴海北街美星花园, 
聚仙堂,https://poi-pic-gz.cdn.bcebos.com/pic_d2dc7f02b88e44c69aef31e14c448f05.jpeg,13190377489/15134281997,13190377489/15134281997, ,6,葫芦岛市建昌县红旗街安泰家园(北环路)西南侧约70米, 
送水站,https://poi-pic-gz.cdn.bcebos.com/pic_44d6ee86e40ae8cdcf310c00805cca3b.jpeg,15904191108,15904191108, ,6,辽阳市弓长岭区雷锋街清秀苑-北区东南侧, 
世纪龙泉桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_2bb370e846e03972e0dc0b1153862b40.jpeg,(0421)2929999,(0421)2929999, ,6,辽宁省朝阳市双塔区光明街道柏山街36-11号, 
吉康水业,https://poi-pic-gz.cdn.bcebos.com/pic_1525dac70d55abff324b55945a720877.jpeg,15842746177,15842746177, ,6,盘锦市双台子区旌旗街辽河小学东南侧约30米, 
利强水站,https://taojin-his.cdn.bcebos.com/1ad5ad6eddc451da810ff35eb8fd5266d116328d.jpg,(0427)2830240/(0427)6636456,(0427)2830240/(0427)6636456, ,6,辽宁省盘锦市兴隆台区鹤翔路9号, 
桶装水·方敏水站,https://poi-pic-gz.cdn.bcebos.com/pic_d53d664a3f03ce88ed3951406df1eca1.jpeg,15641432258,15641432258, ,6,辽宁省本溪市本溪满族自治县滨河西路, 
东北虎饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_a7b78f11674c185bcf1d5b4f45431a65.jpg,(024)43842711/(024)43844911,(024)43842711/(024)43844911, ,6,辽宁本溪市明山区紫西路26号, 
丹东市圣水源饮用水有限公司,https://poi-pic-gz.cdn.bcebos.com/pic_f9b08fca76a5e751eb440ca80985deae.jpeg,(0415)2120678/13941579789,(0415)2120678/13941579789, ,6,立交新路21-2号, 
凤凰山泉,https://poi-pic-gz.cdn.bcebos.com/pic_6540cc5ea495ec1f39f9223b74dc9122.jpeg,(0415)8668777,(0415)8668777, ,6,辽宁省丹东市凤城市龙源路龙源小区, 
桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_24406a13fa6dde5c134cf4e780acee91.jpeg,15310607054,15310607054, ,6,重庆市沙坪坝区高滩岩正街重庆市凤鸣山中学西侧约140米, 
渝永配送桶装水连锁店,https://lbsugc.cdn.bcebos.com/images/B6572d2ac099d6380f.jpeg,15002392623,15002392623, ,6,重庆市永川区中山路街道G348(永津大道), 
娃哈哈水站(迎宾路店),https://poi-pic-gz.cdn.bcebos.com/pic_94a270c3a40edb4f7667f867fcb38809.jpeg,(023)77762546/18716346618,(023)77762546/18716346618, ,6,重庆市武隆区迎宾路白马广场西南侧约100米, 
乐百氏水便利(铜梁分店),https://taojin-his.cdn.bcebos.com/f3d3572c11dfa9ece40ace2d6cd0f703918fc1e0.jpg,(023)45633290,(023)45633290, ,6,重庆市铜梁区滨河东路阳光水岸南侧约30米, 
品牌桶装水配送中心(合川总经销),https://poi-pic-gz.cdn.bcebos.com/pic_d0813dc6c302e5a3b1a467be98fcd3e5.jpeg,13883365899,13883365899, ,6,重庆市合川区小桥路32号, 
冰点水配送店(王家坝路店),https://poi-pic-gz.cdn.bcebos.com/pic_1ed0ea8f0f0f248a47a2c305693fe838.jpeg,15923050693,15923050693, ,6,谊园路与红光大道交叉口东北320米, 
欣欣水业,https://poi-pic-gz.cdn.bcebos.com/pic_ee8ddf58f78129dc488e51ed4afaccc5.jpeg,18723111116,18723111116, ,6,重庆市綦江区长生路90号13号楼11号, 
南川怡宝娃哈哈桶装水(百臣桶装水经营部),https://poi-pic-gz.cdn.bcebos.com/pic_91ccd9cfa0a5bc8ef8cdd50aafafdcc2.jpeg,19923144321,19923144321, ,6,重庆市南川区南城街道办事处大石路170号, 
紫晴桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_a65a643d1b7c4c362da539f3ae6ac99d.jpeg,17623208719/18716291969,17623208719/18716291969, ,6,重庆市大足区一环西路西禅小区, 
高悦山泉,https://poi-pic-gz.cdn.bcebos.com/pic_0e8160b2a51059050fc42a4b4699447a.jpg,15730741575/18223151238,15730741575/18223151238, ,6,重庆市涪陵区松翠路14号附13号, 
雅佳康天然矿泉水,https://taojin-his.cdn.bcebos.com/241f95cad1c8a7868f4517886b09c93d71cf50cc.jpg,(023)68317996/(023)68317998,(023)68317996/(023)68317998, ,6,重庆市北碚区城南缙善路13号, 
苗仙富硒泉水(万州总经销),https://poi-pic-gz.cdn.bcebos.com/pic_a66fde22d938f51d289ed6927e5a2f7a.jpg,(023)58120015,(023)58120015, ,6,重庆市沙龙路一段623号, 
优质桶装矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_bd20ae21b55d88904c53d46b3261d045.jpg,(023)40669787/15823898253,(023)40669787/15823898253, ,6,重庆市长寿区金山街一巷瑞鸥·金山华府东北侧约110米, 
乐百氏桶装水(上新街店),https://poi-pic-gz.cdn.bcebos.com/pic_9fb7f6c88f70818dbd86a25d6e97f4c6.jpeg,17830691344/19908342628,17830691344/19908342628, ,6,重庆市南岸区前进路88-12号, 
富沣山泉,https://taojin-pic-gz.cdn.bcebos.com/bos_gz_b18d26f8bcfb9fcb911af8bb9a49db8d.jpg,18883775968,18883775968, ,6,重庆市荣昌区东门街仁义镇人民政府南侧约90米, 
冰成桶装水经营部,https://poi-pic-gz.cdn.bcebos.com/pic_5953d688849f844641e0246f29a36f1b.jpeg,18523880003/18725918790/18725918795,18523880003/18725918790/18725918795, ,6,重庆市渝北区博才路泽科·空港明珠-东区东南侧约180米, 
桶装水配送,https://lbsugc.cdn.bcebos.com/images/B647edbb4c3da4106a3.jpeg,13452875615,13452875615, ,6,重庆市九龙坡区科园一街61-1-1号, 
鸿文水业,https://poi-pic-gz.cdn.bcebos.com/pic_987735bc207d954d326aeb00f4125c2f.jpeg,18723080720,18723080720, ,6,康宁路7号附73号, 
巨龙山泉,https://poi-pic-gz.cdn.bcebos.com/pic_9eb1ce63ced49eb793a216d094613c78.jpeg,(023)52216488/(023)52266313,(023)52216488/(023)52266313, ,6,凤凰路西二街3号, 
企业天地水站,https://lbsugc.cdn.bcebos.com/images/B641ef866e79a41454c.jpeg,16623339995,16623339995, ,6,重庆市渝中区瑞天路企业天地3号楼1楼, 
伟祺到时候怡宝桶装水(余溪路店),https://poi-pic-gz.cdn.bcebos.com/pic_7051107e49e738335eee91d3bc785c51.jpeg,18983437020,18983437020, ,6,重庆市江北区石马河街道余溪路137号附10号, 
子长市凉水湾扶贫纯净水(白家窑则服务站),https://lbsugc.cdn.bcebos.com/images/B63eb70bf2275ecb5f.jpeg,13630246080,13630246080, ,6,陕西省延安市子长市S205与环城南路交叉路口往南约190米, 
谷崖泉,https://poi-pic-gz.cdn.bcebos.com/pic_4e94fbe68829b60aeff18f4b4a403b42.jpeg,13891123309,13891123309, ,6,延安市志丹县胶海线, 
农福泉桶装纯净水,https://taojin-his.cdn.bcebos.com/d788d43f8794a4c27afb6e9d00f41bd5ac6e39af.jpg,15909283618,15909283618, ,6,富康路中盐福田小区6号楼7号商铺, 
盛世龙泉桶装饮用水,https://taojin-his.cdn.bcebos.com/d6ca7bcb0a46f21f9f557f46f9246b600c33ae45.jpg,(0912)2345611/(0912)2345622,(0912)2345611/(0912)2345622, ,6,榆林市横山区佳乐第三幼儿园东南侧约70米, 
龙镇山泉纯净水(代销店),https://poi-pic-gz.cdn.bcebos.com/pic_51f7c3718e51ee5a37dea9c46b1cdb2a.jpg,15891247380,15891247380, ,6,榆林市米脂县盘龙南路行宫名苑东侧, 
娃哈哈桶装水(朱雀大街店),https://poi-pic-gz.cdn.bcebos.com/pic_d92168930e4fce63634ea104fed5cbee.jpeg,13679101737,13679101737, ,6,西安市雁塔区朱雀大街南段朱雀苑小区, 
叮咚送水(和平村店),https://photo-meituan.cdn.bcebos.com/photo/1732672546f9ab66812e1bf8f939072790d0231561,17791766522,17791766522, ,6,新城三桥街道办事处和平工业园二号路东侧门面房5号, 
天天一泉桶装饮用水,https://photo-meituan.cdn.bcebos.com/photo/17408233066414737cacc6ae869de0e0fc59a0d390,(029)86332083/17792335892,(029)86332083/17792335892, ,6,二马路宏府向荣新区东北侧, 
咕咚送水(西二环站),https://lbsugc.cdn.bcebos.com/images/B64a91796a10703ced.jpeg,13259769187/15289376157,13259769187/15289376157, ,6,陕西省西安市莲湖区团结二路129号, 
涟漪饮用水(纺渭路区域水站),https://taojin-his.cdn.bcebos.com/5d6034a85edf8db1632ea1fb0723dd54564e7429.jpg,(029)83325378/(029)88888889,(029)83325378/(029)88888889, ,6,陕西省西安市灞桥区席王街道办卞家村12号正西方向180米, 
惠千源饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_2d4e9918ef99808021516570a33bd67d.jpeg,(029)33237700,(029)33237700, ,6,咸阳市秦都区人民西路永嘉兰庭, 
天露饮用纯净水营销处,https://poi-pic-gz.cdn.bcebos.com/pic_ae1f6de9ca09cf3d52b733807f46db8c.jpeg,15809289758/18191876206,15809289758/18191876206, ,6,咸阳市杨陵区小康路书香名邸, 
杜康泉销售处,https://taojin-his.cdn.bcebos.com/3b292df5e0fe992595c13eb23aa85edf8cb17106.jpg,(0913)6128456,(0913)6128456, ,6,自强街与人民路交叉路口往西约100米东风小学北侧, 
桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_908d8068104e0d085029f7eb57915945.jpeg,15592201900,15592201900, ,6,渭南市韩城市巍山南路司马迁专修学院西南侧约290米, 
娃哈哈桶装水(青年路店),https://taojin-his.cdn.bcebos.com/6f061d950a7b0208fdf1935b61d9f2d3572cc854.jpg,(0913)7239070,(0913)7239070, ,6,渭南市蒲城县青年路君安小区(青年路), 
天源水业,https://poi-pic-gz.cdn.bcebos.com/pic_d7d113716c7d017f8044df90cd5fe27a.jpeg,(0913)5518185/18700392888,(0913)5518185/18700392888, ,6,渭南市合阳县南大街合阳县合容商业步行街住宅小区东北侧约190米, 
津源桶装水,https://taojin-his.cdn.bcebos.com/a8014c086e061d95c992523476f40ad163d9cae2.jpg,(0916)2211358,(0916)2211358, ,6,汉中市汉台区牛家桥巷东和馨苑西北侧约40米, 
定军山泉,https://taojin-his.cdn.bcebos.com/3bf33a87e950352a6acfb6cd5e43fbf2b3118b4d.jpg,(0916)3227777,(0916)3227777, ,6,田园路与和平路交叉路口往南约50米(绿苑小区), 
力源桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_d2e84bb477b44eb5473cc47a2e741e7e.jpeg,(0916)5374888,(0916)5374888, ,6,汉中市南郑区艺苑路艺苑居住区一期–诗艺园, 
武侯山泉饮用水经营部,https://poi-pic-gz.cdn.bcebos.com/pic_0c18385796ca3ec75b636d6b2daee742.jpeg,(0916)7232388/18191160941,(0916)7232388/18191160941, ,6,汉中市城固县东二路开发公司东二路小区西南侧约60米, 
秦洛活泉(洛南体验中心),https://poi-pic-gz.cdn.bcebos.com/pic_84cf78d0fa71e71d438701ca36c92392.jpeg,(0914)7778777,(0914)7778777, ,6,商洛市洛南县河滨南路慧心幼儿园东侧约50米, 
富硒水龙王泉,https://poi-pic-gz.cdn.bcebos.com/pic_1876b598b76f430d749da4ea050f4450.jpeg,18992555532/18992569787,18992555532/18992569787, ,6,安康市石泉县滨江大道东段石泉县中医医院西侧约240米, 
羊山清泉,https://poi-pic-gz.cdn.bcebos.com/pic_7090f8930dc506d213ba59d30de8692d.jpg,(0915)7208688/(0915)7795789/18729159798,(0915)7208688/(0915)7795789/18729159798, ,6,安康市旬阳市进站路康华园(滨河大道)东北侧约60米, 
岐山县桶装水配送中心,https://taojin-his.cdn.bcebos.com/9825bc315c6034a857c50981c41349540923768e.jpg,(0917)8225584,(0917)8225584, ,6,凤栖路西段南关十字东北角, 
玉水云屏山泉水销售中心,https://poi-pic-gz.cdn.bcebos.com/pic_ed18346f8b2a4ff53f92df4be1e16e18.jpeg,(0917)4800080/15332283086,(0917)4800080/15332283086, ,6,宝鸡市凤县汉中路凤县快捷酒店东南侧约240米, 
思思甜甜桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_06e11c0a4c54b423ce54321878cb7e8e.jpeg,13389780921/18697109488,13389780921/18697109488, ,6,西宁市大通回族土族自治县建设路恒辉苑南侧约60米, 
信达五大连池(健龙世罕泉专营),https://lbsugc.cdn.bcebos.com/images/B662343dab152552cf.jpeg,(0453)6923097,(0453)6923097, ,6,东新安街207号, 
古唐一泉天然矿泉水,https://poi-pic-gz.cdn.bcebos.com/pic_9030153b461f7f437d6eb8fb08ce6084.jpeg,15303637076,15303637076, ,6,黑龙江省牡丹江市爱民区向阳街道天安路37号, 
老赵神泉山泉水厂,https://poi-pic-gz.cdn.bcebos.com/pic_9f243bbc11295c7fdf9df44f693e94b0.jpeg,15946350404,15946350404, ,6,牡丹江市海林市和平街幸福二区(和平街)东南侧约110米, 
桦树山泉总代理,https://poi-pic-gz.cdn.bcebos.com/pic_7c460d853d1c846be5aae9ec9065768e.jpeg,13766618537/15304537757,13766618537/15304537757, ,6,黑龙江省牡丹江市穆棱市八面通镇运东街平安小区门市, 
花蕾山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_dd951190718d242f3fff16c8af54b5aa.jpeg,(0456)7614222/15046971234,(0456)7614222/15046971234, ,6,黑河市嫩江市墨尔根大街育才新区东侧约60米, 
北安市五大连池健龙矿泉水销售处(西友谊街),https://poi-pic-gz.cdn.bcebos.com/pic_8c82b2fe6ad81964e9950fe6c72f303a.jpeg,(0456)6608777,(0456)6608777, ,6,黑龙江省黑河市北安市友谊街285号, 
五大冷矿泉矿泉水矿泉酒,https://taojin-his.cdn.bcebos.com/d058ccbf6c81800a389a3f41b63533fa828b4705.jpg,13845646218,13845646218, ,6,黑龙江省五大连池市迎宾路二中225号, 
乐百氏(永和水站),https://poi-pic-gz.cdn.bcebos.com/pic_4e47070fd8fc58fb1fc5ea387d7006bc.jpeg,(0451)82625545/(0451)82628844/13936489985,(0451)82625545/(0451)82628844/13936489985, ,6,黑龙江省哈尔滨市南岗区永和街98-2号, 
悦水优品,https://lbsugc.cdn.bcebos.com/images/B657be54011b57ae74.jpeg,13089999296,13089999296, ,6,黑龙江省哈尔滨市松北区文汇路431号, 
完达山水站(锅炉三道街),https://taojin-his.cdn.bcebos.com/3bf33a87e950352a83b11c5c5d43fbf2b3118b95.jpg,(0451)86060121/13946044018,(0451)86060121/13946044018, ,6,黑龙江省哈尔滨市香坊区大庆路街道旭升街49号, 
完达山水站,https://poi-pic-gz.cdn.bcebos.com/pic_a4df91e24ee973f681b96a7ce0339063.jpg,13234506807/13936219402,13234506807/13936219402, ,6,哈尔滨市呼兰区兴城路信诚阳光商务公寓东侧约160米, 
丝丝爽天然山泉水,https://poi-pic-gz.cdn.bcebos.com/pic_e646abc30ab117064a7a7c5451ab9fcd.jpeg,(0454)6227222,(0454)6227222, ,6,佳木斯市桦南县苗圃路花园小区, 
国脉通饮用水,https://poi-pic-gz.cdn.bcebos.com/pic_0901f260cba5481477749af414bc1595.jpeg,(0454)8668829,(0454)8668829, ,6,佳西街气象花园对面, 
鑫龙泉水站,https://poi-pic-gz.cdn.bcebos.com/pic_6cd6c18a5d929eb4f4fdcfffcfcabda1.jpeg,(0454)8375500/(0454)8377225,(0454)8375500/(0454)8377225, ,6,黑龙江省佳木斯市东风区南兴小区s栋1门市, 
东泉桶装水,https://poi-pic-gz.cdn.bcebos.com/pic_eb686ee6b3673e89f61969c414cf18fb.jpg,13054360457,13054360457, ,6,佳木斯市富锦市七星路三江华府宜和园西侧约130米, 
五大连池矿泉水(中华路店),https://taojin-his.cdn.bcebos.com/0df3d7ca7bcb0a46a2bb5bed6563f6246a60af4d.jpg,(0452)2929291,(0452)2929291, ,6,中华路750号西居宅三马路门市(附属三院公交站点路南), 
桶装水直营店,https://poi-pic-gz.cdn.bcebos.com/pic_0e08a38d3a091093df5d6e38b615b67e.jpeg,13352525230/13514608296,13352525230/13514608296, ,6,黑龙江省齐齐哈尔市建华区运建东街自卫小区(铁峰区北局宅自卫路职工小区旁), 
北极黑龙泉矿泉水店,https://poi-pic-gz.cdn.bcebos.com/pic_2dad00391a9259dec2834bc7e4039606.jpeg,14794625711,14794625711, ,6,齐齐哈尔市龙江县北市街富贵华庭小区西南侧约40米, 
